DATASET,#TRAINING_RELEASES,%TRAINING_INSTANCES,CLASSIFIER,FEATURE_SELECTION,BALANCING,COST_SENSITIVE,PRECISION,RECALL,AREA_UNDER_ROC,KAPPA,TRUE_POSITIVES,FALSE_POSITIVES,TRUE_NEGATIVES,FALSE_NEGATIVES
OPENJPA,5,82.09231805929919,NaiveBayes,BestFirst(Bi-directional),UnderSampling,None,0.4626865671641791,0.3069306930693069,0.7691072641567691,0.31730990608906423,31.0,36.0,926.0,70.0
OPENJPA,5,82.09231805929919,IBk,BestFirst(Bi-directional),UnderSampling,None,0.18478260869565216,0.6732673267326733,0.7371503262592372,0.16555912034341413,68.0,300.0,662.0,33.0
OPENJPA,5,82.09231805929919,RandomForest,BestFirst(Bi-directional),SMOTE,None,0.32,0.07920792079207921,0.5999156048661,0.09277822605673186,8.0,17.0,945.0,93.0
OPENJPA,5,82.09231805929919,NaiveBayes,BestFirst(Bi-directional),SMOTE,None,0.46774193548387094,0.2871287128712871,0.7937722566435438,0.3056393666988085,29.0,33.0,929.0,72.0
OPENJPA,5,82.09231805929919,IBk,BestFirst(Bi-directional),SMOTE,None,0.3235294117647059,0.10891089108910891,0.7366871822317367,0.12088965653519894,11.0,23.0,939.0,90.0
OPENJPA,5,82.09231805929919,RandomForest,BestFirst(Bi-directional),None,SensitiveLearning,0.1917808219178082,0.13861386138613863,0.6733599555381734,0.08822907364760078,14.0,59.0,903.0,87.0
OPENJPA,5,82.09231805929919,NaiveBayes,BestFirst(Bi-directional),None,SensitiveLearning,0.4897959183673469,0.2376237623762376,0.7805520676807806,0.27499465069006074,24.0,25.0,937.0,77.0
OPENJPA,5,82.09231805929919,IBk,BestFirst(Bi-directional),None,SensitiveLearning,0.140625,0.0891089108910891,0.7325909306107325,0.038198526469990376,9.0,55.0,907.0,92.0
OPENJPA,6,84.96993987975952,RandomForest,None,None,None,0.5384615384615384,0.07526881720430108,0.6892113571757621,0.11280101394169836,7.0,6.0,951.0,86.0
OPENJPA,6,84.96993987975952,NaiveBayes,None,None,None,0.3076923076923077,0.12903225806451613,0.7835923191874249,0.13663149239413466,12.0,27.0,930.0,81.0
OPENJPA,6,84.96993987975952,IBk,None,None,None,0.32142857142857145,0.0967741935483871,0.7209301019089673,0.11237504308858957,9.0,19.0,938.0,84.0
OPENJPA,6,84.96993987975952,RandomForest,BestFirst(Bi-directional),None,None,0.47058823529411764,0.08602150537634409,0.6680823810968416,0.12140148480478527,8.0,9.0,948.0,85.0
