DATASET,#TRAINING_RELEASES,%TRAINING_INSTANCES,CLASSIFIER,FEATURE_SELECTION,BALANCING,COST_SENSITIVE,PRECISION,RECALL,AREA_UNDER_ROC,KAPPA,TRUE_POSITIVES,FALSE_POSITIVES,TRUE_NEGATIVES,FALSE_NEGATIVES
BOOKKEEPER,5,77.89133942980096,IBk,None,OverSampling,None,0.30303030303030304,0.37735849056603776,0.7031991145778433,0.2253238851907522,20.0,46.0,312.0,33.0
BOOKKEEPER,5,77.89133942980096,RandomForest,None,UnderSampling,None,0.2857142857142857,0.5660377358490566,0.704226836723938,0.2514495985727027,30.0,75.0,283.0,23.0
BOOKKEEPER,5,77.89133942980096,NaiveBayes,None,UnderSampling,None,0.5454545454545454,0.11320754716981132,0.7413038895330453,0.1498130320630123,6.0,5.0,353.0,47.0
BOOKKEEPER,5,77.89133942980096,IBk,None,UnderSampling,None,0.24271844660194175,0.4716981132075472,0.6728417834932012,0.1810594383247491,25.0,78.0,280.0,28.0
BOOKKEEPER,5,77.89133942980096,RandomForest,None,SMOTE,None,0.43902439024390244,0.33962264150943394,0.7105249288500053,0.30477134857676114,18.0,23.0,335.0,35.0
BOOKKEEPER,5,77.89133942980096,NaiveBayes,None,SMOTE,None,0.5,0.05660377358490566,0.806919995783704,0.07749968237835121,3.0,3.0,355.0,50.0
BOOKKEEPER,5,77.89133942980096,IBk,None,SMOTE,None,0.475,0.3584905660377358,0.7290239274797091,0.33481446605655796,19.0,21.0,337.0,34.0
BOOKKEEPER,5,77.89133942980096,RandomForest,None,None,SensitiveLearning,0.24324324324324326,0.5094339622641509,0.6863075787920312,0.18742586002372474,27.0,84.0,274.0,26.0
BOOKKEEPER,5,77.89133942980096,NaiveBayes,None,None,SensitiveLearning,0.4,0.03773584905660377,0.8064720143354064,0.04779474858417777,2.0,3.0,355.0,51.0
BOOKKEEPER,5,77.89133942980096,IBk,None,None,SensitiveLearning,0.21333333333333335,0.3018867924528302,0.7139506693369875,0.11648528819024558,16.0,59.0,299.0,37.0
BOOKKEEPER,5,77.89133942980096,RandomForest,BestFirst(Bi-directional),OverSampling,None,0.3287671232876712,0.4528301886792453,0.7145831137345842,0.27220305121685423,24.0,49.0,309.0,29.0
BOOKKEEPER,5,77.89133942980096,NaiveBayes,BestFirst(Bi-directional),OverSampling,None,0.3333333333333333,0.018867924528301886,0.7590123326657532,0.022204599524187737,1.0,2.0,356.0,52.0
BOOKKEEPER,5,77.89133942980096,IBk,BestFirst(Bi-directional),OverSampling,None,0.2878787878787879,0.3584905660377358,0.7113945398967008,0.2057118316512776,19.0,47.0,311.0,34.0
BOOKKEEPER,5,77.89133942980096,RandomForest,BestFirst(Bi-directional),UnderSampling,None,0.2761904761904762,0.5471698113207547,0.6919995783704016,0.236173059768064,29.0,76.0,282.0,24.0
BOOKKEEPER,5,77.89133942980096,NaiveBayes,BestFirst(Bi-directional),UnderSampling,None,0.5,0.03773584905660377,0.7241488352482345,0.053036560448637346,2.0,2.0,356.0,51.0
BOOKKEEPER,5,77.89133942980096,IBk,BestFirst(Bi-directional),UnderSampling,None,0.21739130434782608,0.4716981132075472,0.6595340992937704,0.14703295930212118,25.0,90.0,268.0,28.0
