@relation OPENJPA_16_TrainingSet.arff

@attribute SIZE numeric
@attribute LOC_ADDED numeric
@attribute LOC_ADDED_AVG numeric
@attribute LOC_ADDED_MAX numeric
@attribute LOC_REMOVED numeric
@attribute LOC_REMOVED_AVG numeric
@attribute LOC_REMOVED_MAX numeric
@attribute CHURN numeric
@attribute CHURN_AVG numeric
@attribute CHURN_MAX numeric
@attribute NUMBER_OF_REVISIONS numeric
@attribute NUMBER_OF_DEFECT_FIXES numeric
@attribute NUMBER_OF_AUTHORS numeric
@attribute IS_BUGGY {'YES', 'NO'}

@data
529,1059,151.28571428571428,537,530,75.71428571428571,492,547,78.14285714285714,492,7,0,2,NO
138,277,69.25,138,139,34.75,135,138,34.5,135,4,0,1,NO
529,1037,207.4,530,508,101.6,498,531,106.2,498,5,0,1,NO
72,144,36.0,72,72,18.0,69,72,18.0,69,4,0,1,NO
24,46,11.5,24,22,5.5,20,24,6.0,20,4,0,1,NO
72,144,36.0,72,72,18.0,69,72,18.0,69,4,0,1,NO
1067,2216,246.22222222222223,1081,1149,127.66666666666667,1024,1117,124.11111111111111,1024,9,0,4,NO
3525,7012,412.47058823529414,3542,3487,205.11764705882354,3202,3637,213.94117647058823,3202,17,0,4,YES
254,525,105.0,257,271,54.2,247,260,52.0,247,5,0,2,NO
91,179,44.75,91,88,22.0,87,91,22.75,87,4,0,1,NO
281,563,140.75,282,282,70.5,277,283,70.75,277,4,0,1,NO
81,161,40.25,81,80,20.0,77,81,20.25,77,4,0,1,NO
67,132,33.0,67,65,16.25,63,67,16.75,63,4,0,1,NO
70,142,35.5,70,72,18.0,67,70,17.5,67,4,0,1,NO
34,67,16.75,34,33,8.25,31,34,8.5,31,4,0,1,NO
69,137,27.4,70,68,13.6,63,71,14.2,63,5,0,1,NO
33,66,16.5,33,33,8.25,30,33,8.25,30,4,0,1,NO
50,100,25.0,50,50,12.5,47,50,12.5,47,4,0,1,NO
35,69,17.25,35,34,8.5,32,35,8.75,32,4,0,1,NO
35,69,17.25,35,34,8.5,32,35,8.75,32,4,0,1,NO
34,67,16.75,34,33,8.25,31,34,8.5,31,4,0,1,NO
45,90,22.5,45,45,11.25,42,45,11.25,42,4,0,1,NO
70,147,36.75,70,77,19.25,67,70,17.5,67,4,0,1,NO
39,77,19.25,40,38,9.5,35,41,10.25,35,4,0,1,NO
40,81,20.25,40,41,10.25,37,40,10.0,37,4,0,1,NO
271,572,95.33333333333333,281,301,50.166666666666664,255,291,48.5,255,6,0,1,NO
36,70,17.5,36,34,8.5,33,36,9.0,33,4,0,1,NO
185,358,89.5,185,173,43.25,164,185,46.25,164,4,0,1,NO
583,1153,192.16666666666666,588,570,95.0,553,593,98.83333333333333,553,6,0,1,NO
28,55,13.75,28,27,6.75,25,28,7.0,25,4,0,1,NO
35,69,17.25,35,34,8.5,32,35,8.75,32,4,0,1,NO
104,218,43.6,108,114,22.8,103,112,22.4,103,5,0,1,NO
110,222,44.4,112,112,22.4,103,114,22.8,103,5,0,1,NO
34,66,16.5,34,32,8.0,30,34,8.5,30,4,0,1,NO
40,82,20.5,40,42,10.5,37,40,10.0,37,4,0,1,NO
34,66,16.5,34,32,8.0,31,34,8.5,31,4,0,1,NO
183,372,74.4,187,189,37.8,175,191,38.2,175,5,0,1,NO
221,442,88.4,225,221,44.2,212,229,45.8,212,5,0,1,NO
57,135,33.75,65,78,19.5,52,73,18.25,52,4,0,1,NO
59,129,25.8,63,70,14.0,55,67,13.4,55,5,0,1,NO
61,144,28.8,66,83,16.6,61,71,14.2,61,5,0,2,NO
35,69,17.25,35,34,8.5,32,35,8.75,32,4,0,1,NO
888,1857,232.125,940,969,121.125,869,996,124.5,869,8,0,2,YES
153,320,64.0,157,167,33.4,147,161,32.2,147,5,0,1,NO
126,251,62.75,126,125,31.25,121,126,31.5,121,4,0,1,NO
29,57,14.25,29,28,7.0,26,29,7.25,26,4,0,1,NO
653,1312,187.42857142857142,666,659,94.14285714285714,612,681,97.28571428571429,612,7,0,2,YES
109,217,54.25,109,108,27.0,105,109,27.25,105,4,0,1,NO
79,158,31.6,80,78,15.6,75,80,16.0,75,5,0,1,NO
315,637,127.4,315,322,64.4,299,315,63.0,299,5,0,2,YES
169,345,57.5,169,176,29.333333333333332,154,171,28.5,154,6,0,2,NO
196,386,77.2,193,190,38.0,188,196,39.2,188,5,0,2,NO
330,668,111.33333333333333,335,338,56.333333333333336,317,340,56.666666666666664,317,6,0,2,NO
501,993,248.25,502,492,123.0,474,503,125.75,474,4,0,1,YES
35,69,17.25,35,34,8.5,32,35,8.75,32,4,0,1,NO
38,76,19.0,38,38,9.5,35,38,9.5,35,4,0,1,NO
136,288,36.0,143,152,19.0,129,150,18.75,129,8,0,2,NO
656,1358,339.5,665,702,175.5,652,674,168.5,652,4,0,1,NO
101,203,50.75,101,102,25.5,97,101,25.25,97,4,0,1,NO
4793,9834,819.5,4980,5041,420.0833333333333,4565,5179,431.5833333333333,4565,12,0,3,YES
75,149,37.25,75,74,18.5,71,75,18.75,71,4,0,1,NO
42,85,21.25,42,43,10.75,39,42,10.5,39,4,0,1,NO
1345,2987,426.7142857142857,1496,1642,234.57142857142858,1333,1647,235.28571428571428,1333,7,0,3,NO
193,407,81.4,205,214,42.8,187,217,43.4,187,5,0,1,NO
182,383,76.6,193,201,40.2,176,204,40.8,176,5,0,1,NO
470,1022,127.75,495,552,69.0,447,554,69.25,447,8,0,3,NO
653,1444,288.8,723,790,158.0,649,792,158.4,649,5,0,1,NO
434,944,188.8,473,509,101.8,429,511,102.2,429,5,0,1,NO
131,269,53.8,136,138,27.6,125,141,28.2,125,5,0,1,NO
199,403,67.16666666666667,199,204,34.0,194,199,33.166666666666664,194,6,0,3,NO
811,1615,161.5,822,804,80.4,768,833,83.3,768,10,0,4,NO
40,80,20.0,40,40,10.0,37,40,10.0,37,4,0,1,NO
186,366,52.285714285714285,191,180,25.714285714285715,173,196,28.0,173,7,0,2,NO
917,1861,232.625,930,944,118.0,901,945,118.125,901,8,0,3,NO
590,1179,196.5,591,588,98.0,583,591,98.5,583,6,0,2,NO
82,167,41.75,84,84,21.0,79,85,21.25,79,4,0,1,NO
80,161,40.25,81,81,20.25,76,82,20.5,76,4,0,1,NO
70,143,35.75,72,72,18.0,67,73,18.25,67,4,0,1,NO
86,175,43.75,88,88,22.0,83,89,22.25,83,4,0,1,NO
75,153,38.25,77,77,19.25,71,78,19.5,71,4,0,1,NO
740,1441,205.85714285714286,665,701,100.14285714285714,627,756,108.0,627,7,0,2,YES
88,180,45.0,90,92,23.0,85,92,23.0,85,4,0,1,NO
348,702,117.0,357,354,59.0,328,366,61.0,328,6,0,2,NO
326,716,79.55555555555556,316,390,43.333333333333336,312,352,39.111111111111114,312,9,0,3,NO
698,1392,139.2,436,694,69.4,410,708,70.8,410,10,0,3,NO
895,1784,162.1818181818182,867,889,80.81818181818181,822,909,82.63636363636364,822,11,0,2,NO
40,83,16.6,40,43,8.6,37,40,8.0,37,5,0,1,NO
79,162,40.5,81,82,20.5,76,82,20.5,76,4,0,1,NO
62,125,31.25,63,63,15.75,58,64,16.0,58,4,0,1,NO
406,802,200.5,407,396,99.0,385,408,102.0,385,4,0,1,NO
201,406,81.2,208,204,40.8,187,214,42.8,187,5,0,1,NO
40,82,20.5,40,42,10.5,37,40,10.0,37,4,0,1,NO
108,228,45.6,108,120,24.0,103,108,21.6,103,5,0,1,NO
259,540,90.0,260,281,46.833333333333336,237,267,44.5,237,6,0,2,NO
38,73,18.25,38,35,8.75,34,38,9.5,34,4,0,1,NO
740,1485,247.5,745,745,124.16666666666667,728,750,125.0,728,6,0,2,NO
52,109,21.8,52,57,11.4,48,52,10.4,48,5,0,1,NO
124,252,63.0,124,128,32.0,119,124,31.0,119,4,0,1,NO
491,1034,172.33333333333334,495,542,90.33333333333333,488,500,83.33333333333333,488,6,0,2,NO
107,213,53.25,108,105,26.25,102,108,27.0,102,4,0,1,NO
104,226,45.2,108,122,24.4,102,112,22.4,102,5,0,2,NO
308,613,122.6,308,305,61.0,294,308,61.6,294,5,0,2,NO
39,82,16.4,41,43,8.6,34,43,8.6,34,5,0,2,NO
459,945,189.0,467,485,97.0,453,474,94.8,453,5,0,1,NO
81,165,41.25,83,83,20.75,78,84,21.0,78,4,0,1,NO
36,73,18.25,37,37,9.25,32,38,9.5,32,4,0,1,NO
87,175,43.75,88,88,22.0,83,89,22.25,83,4,0,1,NO
86,175,43.75,88,88,22.0,83,89,22.25,83,4,0,1,NO
88,179,44.75,90,90,22.5,85,91,22.75,85,4,0,1,NO
35,71,17.75,36,36,9.0,31,37,9.25,31,4,0,1,NO
91,183,45.75,92,92,23.0,87,93,23.25,87,4,0,1,NO
86,173,43.25,87,87,21.75,82,88,22.0,82,4,0,1,NO
76,152,38.0,77,76,19.0,72,78,19.5,72,4,0,1,NO
65,134,33.5,67,68,17.0,62,68,17.0,62,4,0,1,NO
59,120,30.0,61,60,15.0,56,62,15.5,56,4,0,1,NO
118,241,48.2,121,122,24.4,114,123,24.6,114,5,0,2,NO
189,390,97.5,194,200,50.0,187,198,49.5,187,4,0,1,NO
284,590,118.0,289,306,61.2,282,294,58.8,282,5,0,1,NO
53,110,27.5,53,57,14.25,50,53,13.25,50,4,0,1,NO
2191,4441,493.44444444444446,2249,2250,250.0,2108,2319,257.6666666666667,2108,9,0,2,NO
59,132,14.666666666666666,65,73,8.11111111111111,59,71,7.888888888888889,59,9,0,2,NO
48,100,20.0,48,52,10.4,45,48,9.6,45,5,0,1,NO
77,164,27.333333333333332,80,87,14.5,74,83,13.833333333333334,74,6,0,2,NO
40,80,20.0,40,40,10.0,37,40,10.0,37,4,0,1,NO
349,693,138.6,353,344,68.8,330,357,71.4,330,5,0,1,NO
207,403,100.75,208,196,49.0,190,209,52.25,190,4,0,1,NO
213,421,105.25,214,208,52.0,201,215,53.75,201,4,0,1,NO
36,71,17.75,36,35,8.75,33,36,9.0,33,4,0,1,NO
70,145,36.25,70,75,18.75,66,70,17.5,66,4,0,1,NO
838,1650,330.0,838,812,162.4,800,838,167.6,800,5,0,2,NO
2988,6164,440.2857142857143,3026,3176,226.85714285714286,2831,3158,225.57142857142858,2831,14,0,3,NO
435,914,130.57142857142858,437,479,68.42857142857143,430,441,63.0,430,7,0,3,NO
423,948,105.33333333333333,427,525,58.333333333333336,416,435,48.333333333333336,416,9,0,3,NO
317,658,109.66666666666667,314,341,56.833333333333336,308,321,53.5,308,6,0,2,NO
59,120,30.0,61,60,15.0,55,62,15.5,55,4,0,1,NO
70,143,35.75,72,72,18.0,67,73,18.25,67,4,0,1,NO
37,76,19.0,38,39,9.75,33,39,9.75,33,4,0,1,NO
64,127,31.75,64,63,15.75,59,64,16.0,59,4,0,1,NO
135,270,67.5,136,135,33.75,131,137,34.25,131,4,0,1,NO
36,73,18.25,37,37,9.25,32,38,9.5,32,4,0,1,NO
63,123,30.75,63,60,15.0,58,63,15.75,58,4,0,1,NO
63,123,30.75,63,60,15.0,58,63,15.75,58,4,0,1,NO
330,649,81.125,333,319,39.875,310,336,42.0,310,8,0,3,NO
136,285,57.0,140,148,29.6,132,143,28.6,132,5,0,1,YES
67,133,26.6,68,66,13.2,60,69,13.8,60,5,0,2,NO
482,947,118.375,484,464,58.0,447,487,60.875,447,8,0,2,NO
24,24,24.0,24,0,0.0,0,24,24.0,24,1,0,1,NO
38,75,18.75,38,37,9.25,34,38,9.5,34,4,0,1,NO
94,189,31.5,91,95,15.833333333333334,84,96,16.0,84,6,0,2,NO
69,145,29.0,69,76,15.2,65,69,13.8,65,5,0,1,NO
90,184,30.666666666666668,88,94,15.666666666666666,82,94,15.666666666666666,82,6,0,2,NO
55,108,27.0,56,52,13.0,49,56,14.0,49,4,0,1,NO
67,128,25.6,61,60,12.0,57,68,13.6,57,5,0,2,NO
55,106,26.5,55,51,12.75,48,55,13.75,48,4,0,1,NO
80,171,34.2,84,91,18.2,77,88,17.6,77,5,0,2,NO
30,58,14.5,30,28,7.0,26,30,7.5,26,4,0,1,NO
62,121,30.25,62,59,14.75,56,62,15.5,56,4,0,1,NO
43,88,22.0,44,44,11.0,40,44,11.0,40,4,0,1,NO
43,88,22.0,44,44,11.0,40,44,11.0,40,4,0,1,NO
76,151,37.75,76,75,18.75,69,76,19.0,69,4,0,1,NO
89,174,34.8,83,84,16.8,79,90,18.0,79,5,0,2,NO
81,172,34.4,86,90,18.0,82,90,18.0,82,5,0,2,NO
184,355,50.714285714285715,170,171,24.428571428571427,158,202,28.857142857142858,158,7,0,2,NO
73,154,30.8,75,81,16.2,70,77,15.4,70,5,0,2,NO
82,153,30.6,75,71,14.2,68,82,16.4,68,5,0,2,NO
68,145,24.166666666666668,71,76,12.666666666666666,64,73,12.166666666666666,64,6,0,2,NO
30,60,15.0,31,29,7.25,27,31,7.75,27,4,0,1,NO
80,154,30.8,74,73,14.6,69,81,16.2,69,5,0,2,NO
42,86,21.5,43,43,10.75,39,43,10.75,39,4,0,1,NO
42,86,21.5,43,43,10.75,39,43,10.75,39,4,0,1,NO
49,97,24.25,49,48,12.0,45,49,12.25,45,4,0,1,NO
41,96,19.2,49,55,11.0,45,57,11.4,45,5,0,2,NO
68,161,23.0,78,92,13.142857142857142,71,87,12.428571428571429,71,7,0,2,NO
38,77,19.25,39,38,9.5,35,39,9.75,35,4,0,1,NO
38,75,18.75,38,37,9.25,34,38,9.5,34,4,0,1,NO
37,76,19.0,39,38,9.5,34,40,10.0,34,4,0,1,NO
79,160,26.666666666666668,78,81,13.5,70,87,14.5,70,6,0,2,NO
30,57,11.4,26,27,5.4,23,30,6.0,23,5,0,2,NO
406,824,164.8,404,418,83.6,398,412,82.4,398,5,0,2,NO
61,121,30.25,61,60,15.0,57,61,15.25,57,4,0,1,NO
31,31,31.0,31,0,0.0,0,31,31.0,31,1,0,1,NO
89,188,37.6,90,98,19.6,86,90,18.0,86,5,0,2,NO
86,190,38.0,89,104,20.8,82,92,18.4,82,5,0,1,NO
57,57,57.0,57,0,0.0,0,57,57.0,57,1,0,1,NO
54,117,23.4,56,63,12.6,52,58,11.6,52,5,0,2,NO
38,78,19.5,40,39,9.75,35,41,10.25,35,4,0,1,NO
38,78,19.5,40,39,9.75,35,41,10.25,35,4,0,1,NO
725,1430,204.28571428571428,725,705,100.71428571428571,688,733,104.71428571428571,688,7,0,3,NO
68,143,28.6,69,75,15.0,64,70,14.0,64,5,0,2,NO
66,125,25.0,60,59,11.8,56,66,13.2,56,5,0,2,NO
72,139,27.8,67,66,13.2,63,73,14.6,63,5,0,2,NO
38,78,19.5,40,39,9.75,35,41,10.25,35,4,0,1,NO
38,78,19.5,40,39,9.75,35,41,10.25,35,4,0,1,NO
69,152,30.4,77,83,16.6,72,85,17.0,72,5,0,2,NO
47,95,23.75,48,47,11.75,44,48,12.0,44,4,0,1,NO
71,141,28.2,73,69,13.8,64,74,14.8,64,5,0,1,NO
68,144,28.8,69,76,15.2,65,70,14.0,65,5,0,2,NO
50,99,24.75,50,49,12.25,46,50,12.5,46,4,0,1,NO
50,99,24.75,50,49,12.25,46,50,12.5,46,4,0,1,NO
38,77,19.25,39,38,9.5,35,39,9.75,35,4,0,1,NO
38,77,19.25,39,38,9.5,35,39,9.75,35,4,0,1,NO
37,76,19.0,39,38,9.5,34,40,10.0,34,4,0,1,NO
54,103,20.6,49,48,9.6,45,55,11.0,45,5,0,2,NO
39,92,18.4,47,53,10.6,43,55,11.0,43,5,0,2,NO
59,112,22.4,53,52,10.4,49,60,12.0,49,5,0,2,NO
65,146,29.2,74,80,16.0,69,82,16.4,69,5,0,2,NO
36,70,17.5,36,34,8.5,32,36,9.0,32,4,0,1,NO
42,82,16.4,41,40,8.0,37,42,8.4,37,5,0,2,NO
109,173,34.6,63,64,12.8,59,109,21.8,59,5,0,2,NO
51,105,26.25,51,54,13.5,48,51,12.75,48,4,0,1,NO
46,90,22.5,46,44,11.0,42,46,11.5,42,4,0,1,NO
40,79,19.75,40,39,9.75,36,40,10.0,36,4,0,1,NO
38,75,18.75,38,37,9.25,34,38,9.5,34,4,0,1,NO
59,128,32.0,64,69,17.25,58,69,17.25,58,4,0,1,NO
63,136,27.2,66,72,14.4,61,68,13.6,61,5,0,2,NO
61,135,27.0,69,74,14.8,63,77,15.4,63,5,0,2,NO
37,72,18.0,37,35,8.75,33,37,9.25,33,4,0,1,NO
65,138,27.6,66,73,14.6,62,67,13.4,62,5,0,2,NO
38,77,19.25,39,38,9.5,35,39,9.75,35,4,0,1,NO
62,120,30.0,62,58,14.5,55,62,15.5,55,4,0,1,NO
39,92,18.4,47,53,10.6,43,55,11.0,43,5,0,2,NO
54,120,24.0,57,66,13.2,53,60,12.0,53,5,0,2,NO
55,119,23.8,57,64,12.8,53,59,11.8,53,5,0,2,NO
78,166,33.2,83,87,17.4,73,87,17.4,73,5,0,2,NO
66,142,28.4,68,76,15.2,64,70,14.0,64,5,0,2,NO
65,148,24.666666666666668,74,82,13.666666666666666,69,82,13.666666666666666,69,6,0,2,NO
114,233,33.285714285714285,110,119,17.0,102,122,17.428571428571427,102,7,0,2,NO
57,107,21.4,51,50,10.0,47,57,11.4,47,5,0,2,NO
65,122,20.333333333333332,55,57,9.5,52,65,10.833333333333334,52,6,0,2,NO
53,109,21.8,52,55,11.0,48,54,10.8,48,5,0,2,NO
67,143,35.75,72,76,19.0,64,77,19.25,64,4,0,1,NO
1653,3129,347.6666666666667,1676,1475,163.88888888888889,1440,1698,188.66666666666666,1440,9,0,2,NO
75,149,29.8,77,74,14.8,69,79,15.8,69,5,0,1,NO
158,322,64.4,162,164,32.8,146,166,33.2,146,5,0,1,NO
31,59,14.75,31,28,7.0,27,31,7.75,27,4,0,1,NO
769,1535,307.0,775,766,153.2,740,781,156.2,740,5,0,1,NO
332,672,134.4,339,340,68.0,311,346,69.2,311,5,0,1,NO
110,219,54.75,110,109,27.25,106,110,27.5,106,4,0,1,NO
2218,4434,492.6666666666667,2199,2216,246.22222222222223,2084,2324,258.22222222222223,2084,9,0,3,YES
117,232,58.0,117,115,28.75,113,117,29.25,113,4,0,1,NO
460,902,180.4,460,442,88.4,437,460,92.0,437,5,0,1,NO
345,862,107.75,287,517,64.625,205,411,51.375,189,8,0,3,NO
1866,3756,341.45454545454544,1856,1890,171.8181818181818,1762,1896,172.36363636363637,1762,11,0,3,NO
76,148,37.0,76,72,18.0,70,76,19.0,70,4,0,1,NO
110,214,53.5,110,104,26.0,101,110,27.5,101,4,0,1,NO
79,155,38.75,79,76,19.0,73,79,19.75,73,4,0,1,NO
425,842,210.5,425,417,104.25,411,425,106.25,411,4,0,1,NO
252,499,124.75,253,247,61.75,238,254,63.5,238,4,0,1,NO
29,57,14.25,29,28,7.0,26,29,7.25,26,4,0,1,NO
64,131,26.2,64,67,13.4,60,64,12.8,60,5,0,1,NO
138,285,71.25,138,147,36.75,134,138,34.5,134,4,0,1,NO
31,60,15.0,31,29,7.25,27,31,7.75,27,4,0,1,NO
32,64,16.0,32,32,8.0,29,32,8.0,29,4,0,1,NO
1673,3345,371.6666666666667,1610,1672,185.77777777777777,1501,1735,192.77777777777777,1501,9,0,3,YES
345,697,99.57142857142857,351,352,50.285714285714285,325,357,51.0,325,7,0,2,NO
113,224,56.0,113,111,27.75,109,113,28.25,109,4,0,1,NO
47,95,23.75,47,48,12.0,44,47,11.75,44,4,0,1,NO
97,153,76.5,122,56,28.0,56,147,73.5,122,2,0,2,NO
277,550,137.5,277,273,68.25,270,277,69.25,270,4,0,1,NO
262,524,131.0,263,262,65.5,256,264,66.0,256,4,0,1,NO
357,714,142.8,360,357,71.4,344,363,72.6,344,5,0,1,NO
89,176,35.2,88,87,17.4,82,89,17.8,82,5,0,1,NO
300,625,156.25,300,325,81.25,296,300,75.0,296,4,0,1,NO
443,870,217.5,443,427,106.75,423,443,110.75,423,4,0,1,NO
142,281,56.2,141,139,27.8,134,142,28.4,134,5,0,1,NO
232,482,96.4,239,249,49.8,230,245,49.0,230,5,0,1,NO
426,851,170.2,428,425,85.0,412,430,86.0,412,5,0,1,NO
525,1040,208.0,526,515,103.0,504,527,105.4,504,5,0,1,NO
508,1001,200.2,513,493,98.6,479,518,103.6,479,5,0,1,NO
104,209,52.25,104,105,26.25,99,104,26.0,99,4,0,1,NO
64,126,31.5,64,62,15.5,61,64,16.0,61,4,0,1,NO
635,1298,259.6,650,662,132.4,626,664,132.8,626,5,0,1,NO
36,85,17.0,42,49,9.8,38,48,9.6,38,5,0,1,NO
86,184,46.0,86,98,24.5,83,86,21.5,83,4,0,1,NO
64,126,31.5,64,62,15.5,61,64,16.0,61,4,0,1,NO
42,86,21.5,43,44,11.0,39,44,11.0,39,4,0,1,NO
59,114,28.5,59,55,13.75,53,59,14.75,53,4,0,1,NO
38,75,18.75,38,37,9.25,34,38,9.5,34,4,0,1,NO
111,225,45.0,113,114,22.8,107,115,23.0,107,5,0,1,NO
71,141,35.25,72,69,17.25,68,72,18.0,68,4,0,1,NO
79,163,40.75,80,83,20.75,77,80,20.0,77,4,0,1,NO
246,480,96.0,248,234,46.8,227,250,50.0,227,5,0,1,NO
50,93,18.6,44,43,8.6,40,50,10.0,40,5,0,1,NO
149,297,59.4,150,148,29.6,142,151,30.2,142,5,0,1,NO
204,596,54.18181818181818,273,392,35.63636363636363,260,344,31.272727272727273,260,11,0,3,NO
66,130,32.5,66,64,16.0,63,66,16.5,63,4,0,1,NO
61,108,21.6,49,47,9.4,45,61,12.2,45,5,0,1,NO
42,89,17.8,43,47,9.4,39,44,8.8,39,5,0,1,NO
27,52,13.0,27,25,6.25,23,27,6.75,23,4,0,1,NO
85,181,36.2,93,96,19.2,86,101,20.2,86,5,0,1,NO
62,122,30.5,62,60,15.0,59,62,15.5,59,4,0,1,NO
59,125,25.0,59,66,13.2,55,59,11.8,55,5,0,1,NO
131,258,51.6,132,127,25.4,124,133,26.6,124,5,0,1,NO
52,96,19.2,45,44,8.8,41,52,10.4,41,5,0,1,NO
45,88,22.0,45,43,10.75,42,45,11.25,42,4,0,1,NO
37,88,17.6,43,51,10.2,39,49,9.8,39,5,0,1,NO
35,94,18.8,47,58,11.6,43,58,11.6,43,5,0,1,NO
62,130,26.0,66,68,13.6,61,70,14.0,61,5,0,1,NO
51,108,21.6,54,56,11.2,50,56,11.2,50,5,0,1,NO
198,378,75.6,182,179,35.8,176,199,39.8,176,5,0,1,NO
119,234,58.5,119,115,28.75,113,119,29.75,113,4,0,1,NO
58,119,23.8,60,61,12.2,56,62,12.4,56,5,0,1,NO
249,498,124.5,251,248,62.0,241,252,63.0,241,4,0,1,NO
58,122,30.5,59,64,16.0,55,60,15.0,55,4,0,1,NO
192,381,95.25,192,189,47.25,186,192,48.0,186,4,0,1,NO
33,67,16.75,34,33,8.25,30,34,8.5,30,4,0,1,NO
40,81,20.25,41,41,10.25,36,42,10.5,36,4,0,1,NO
31,61,15.25,31,30,7.5,27,31,7.75,27,4,0,1,NO
181,365,91.25,181,184,46.0,172,181,45.25,172,4,0,1,NO
154,305,76.25,154,151,37.75,148,154,38.5,148,4,0,1,NO
146,289,72.25,146,143,35.75,140,146,36.5,140,4,0,1,NO
154,305,76.25,154,151,37.75,148,154,38.5,148,4,0,1,NO
224,445,111.25,224,221,55.25,218,224,56.0,218,4,0,1,NO
119,246,61.5,119,127,31.75,116,119,29.75,116,4,0,1,NO
295,590,98.33333333333333,298,295,49.166666666666664,282,301,50.166666666666664,263,6,0,1,NO
40,80,20.0,40,40,10.0,36,40,10.0,36,4,0,1,NO
162,320,80.0,162,158,39.5,155,162,40.5,155,4,0,1,NO
113,224,56.0,113,111,27.75,107,113,28.25,107,4,0,1,NO
113,224,56.0,113,111,27.75,107,113,28.25,107,4,0,1,NO
120,238,59.5,120,118,29.5,114,120,30.0,114,4,0,1,NO
169,335,67.0,169,166,33.2,163,169,33.8,162,5,0,1,NO
159,315,78.75,159,156,39.0,153,159,39.75,153,4,0,1,NO
113,224,56.0,113,111,27.75,107,113,28.25,107,4,0,1,NO
246,489,122.25,246,243,60.75,240,246,61.5,240,4,0,1,NO
91,186,37.2,94,95,19.0,87,97,19.4,87,5,0,1,NO
33,64,16.0,33,31,7.75,29,33,8.25,29,4,0,1,NO
162,326,65.2,165,163,32.6,154,167,33.4,154,5,0,1,NO
64,126,31.5,64,62,15.5,61,64,16.0,61,4,0,1,NO
50,105,21.0,51,55,11.0,47,52,10.4,47,5,0,1,NO
76,89,29.666666666666668,53,13,4.333333333333333,9,76,25.333333333333332,49,3,0,1,NO
56,110,27.5,56,54,13.5,53,56,14.0,53,4,0,1,NO
51,100,20.0,49,49,9.8,45,51,10.2,45,5,0,1,NO
60,107,21.4,50,47,9.4,46,60,12.0,46,5,0,1,NO
193,309,23.76923076923077,198,115,8.846153846153847,71,242,18.615384615384617,198,13,0,2,NO
67,89,17.8,70,22,4.4,18,81,16.2,70,5,0,1,NO
42,62,12.4,42,20,4.0,16,50,10.0,42,5,0,1,NO
213,327,32.7,205,114,11.4,81,253,25.3,205,10,0,2,NO
989,1479,92.4375,950,490,30.625,333,1287,80.4375,950,16,0,2,YES
81,118,19.666666666666668,71,37,6.166666666666667,28,91,15.166666666666666,71,6,0,2,NO
670,1067,76.21428571428571,677,397,28.357142857142858,302,936,66.85714285714286,677,14,0,2,NO
69,94,18.8,73,25,5.0,21,85,17.0,73,5,0,1,NO
67,93,18.6,69,25,5.0,18,80,16.0,69,5,0,1,NO
38,69,11.5,39,31,5.166666666666667,19,48,8.0,39,6,0,1,NO
69,96,19.2,75,27,5.4,21,87,17.4,75,5,0,1,NO
104,156,22.285714285714285,105,52,7.428571428571429,39,132,18.857142857142858,105,7,0,2,NO
116,155,25.833333333333332,117,39,6.5,31,126,21.0,117,6,0,1,NO
206,313,52.166666666666664,242,107,17.833333333333332,76,292,48.666666666666664,242,6,0,1,NO
145,199,33.166666666666664,159,54,9.0,46,181,30.166666666666668,159,6,0,1,NO
69,91,18.2,71,21,4.2,16,80,16.0,71,5,0,1,NO
65,86,17.2,67,20,4.0,15,76,15.2,67,5,0,1,NO
370,506,72.28571428571429,373,136,19.428571428571427,111,428,61.142857142857146,373,7,0,2,NO
29,45,9.0,30,16,3.2,12,39,7.8,30,5,0,1,NO
88,107,21.4,89,18,3.6,14,97,19.4,89,5,0,1,NO
167,244,48.8,190,77,15.4,71,227,45.4,190,5,0,1,NO
33,50,10.0,32,17,3.4,12,41,8.2,32,5,0,1,NO
150,211,35.166666666666664,153,60,10.0,46,171,28.5,153,6,0,1,NO
100,144,20.571428571428573,105,44,6.285714285714286,34,128,18.285714285714285,105,7,0,1,NO
791,888,126.85714285714286,794,97,13.857142857142858,77,847,121.0,794,7,0,1,NO
586,950,118.75,711,364,45.5,305,876,109.5,711,8,0,1,YES
117,168,28.0,130,51,8.5,41,155,25.833333333333332,130,6,0,1,NO
769,871,174.2,784,101,20.2,87,816,163.2,784,5,0,1,NO
453,546,78.0,461,93,13.285714285714286,75,513,73.28571428571429,461,7,0,1,NO
667,737,147.4,674,69,13.8,57,714,142.8,674,5,0,1,NO
269,327,54.5,280,58,9.666666666666666,49,309,51.5,280,6,0,1,NO
158,207,41.4,157,48,9.6,40,165,33.0,157,5,0,1,NO
292,481,80.16666666666667,336,189,31.5,121,400,66.66666666666667,336,6,0,1,NO
86,116,23.2,86,29,5.8,24,93,18.6,86,5,0,1,NO
1274,1800,200.0,1412,526,58.44444444444444,401,1622,180.22222222222223,1412,9,0,1,NO
89,121,24.2,84,31,6.2,25,90,18.0,84,5,0,1,NO
267,394,78.8,283,127,25.4,83,307,61.4,283,5,0,1,NO
137,203,29.0,159,66,9.428571428571429,41,191,27.285714285714285,159,7,0,1,NO
112,143,23.833333333333332,125,31,5.166666666666667,13,144,24.0,125,6,0,1,NO
